freq,CH1,,freq2,CH2
-0.005,-0.9281922731761674,,-0.005,-1.8769459998693627
-0.00499968,-0.9994739232735306,,-0.00499968,-1.7718524350417626
-0.0049993600000000004,-0.9929937732646793,,-0.0049993600000000004,-1.7081593654492777
-0.00499904,-0.9735533232381257,,-0.00499904,-1.6094351075809263
-0.00499872,-0.9735533232381257,,-0.00499872,-1.526634117110696
-0.0049984,-0.9832735482514026,,-0.0049984,-1.4406484731608413
-0.00499808,-0.9929937732646793,,-0.00499808,-1.3737707500887324
-0.00499776,-0.9929937732646793,,-0.00499776,-1.2877851061388779
-0.00499744,-0.996233848269105,,-0.00499744,-1.2145380761075202
-0.00499712,-0.9897536982602537,,-0.00499712,-1.1635836204335324
-0.0049968,-0.9994739232735306,,-0.0049968,-1.0744133230040536
-0.00499648,-0.9929937732646793,,-0.00499648,-1.013904906891193
-0.00499616,-0.9929937732646793,,-0.00499616,-0.9470271838190838
-0.0049958400000000005,-0.9929937732646793,,-0.0049958400000000005,-0.8865187677062232
-0.00499552,-0.9929937732646793,,-0.00499552,-0.8132717376748656
-0.0049952,-0.996233848269105,,-0.0049952,-0.7655019354805019
-0.00499488,-0.9994739232735306,,-0.00499488,-0.6890702519695202
-0.00499456,-0.9929937732646793,,-0.00499456,-0.6253771823770353
-0.0049942400000000005,-1.002713998277956,,-0.0049942400000000005,-0.5935306475807929
-0.00499392,-1.012434223291233,,-0.00499392,-0.5330222314679323
-0.0049936,-0.996233848269105,,-0.0049936,-0.47251381535507164
-0.00499328,-1.012434223291233,,-0.00499328,-0.4311133201199565
-0.00499296,-1.0059540732823817,,-0.00499296,-0.3674202505274717
-0.0049926400000000004,-1.0059540732823817,,-0.0049926400000000004,-0.33238906225160497
-0.00499232,-1.0091941482868074,,-0.00499232,-0.2814346065776171
-0.004992,-1.0221544483045097,,-0.004992,-0.24958807178137468
-0.00499168,-0.9994739232735306,,-0.00499168,-0.1986336161073868
-0.00499136,-1.0156742982956586,,-0.00499136,-0.16678708131114436
-0.00499104,-1.012434223291233,,-0.00499104,-0.12857123955565347
-0.00499072,-1.012434223291233,,-0.00499072,-0.08717074432053831
-0.0049904,-1.018914373300084,,-0.0049904,-0.05213955604467164
-0.00499008,-1.0059540732823817,,-0.00499008,-0.026662328207677697
-0.00498976,-1.012434223291233,,-0.00498976,0.011553513547813215
-0.00498944,-1.0091941482868074,,-0.00498944,0.040215394864431396
-0.00498912,-1.0156742982956586,,-0.00498912,0.08161589009954655
-0.0049888,-1.0156742982956586,,-0.0049888,0.08798519705879504
-0.00498848,-1.0253945233089354,,-0.00498848,0.13575499925315868
-0.00498816,-1.0156742982956586,,-0.00498816,0.15804757361052837
-0.00498784,-1.018914373300084,,-0.00498784,0.18034014796789807
-0.0049875200000000005,-1.028634598313361,,-0.0049875200000000005,0.2121866827641405
-0.0049872,-1.028634598313361,,-0.0049872,0.2281099501622617
-0.00498688,-1.0156742982956586,,-0.00498688,0.24721787104000717
-0.00498656,-1.0253945233089354,,-0.00498656,0.29180301975474654
-0.00498624,-1.012434223291233,,-0.00498624,0.28543371279549806
-0.0049859200000000005,-1.0156742982956586,,-0.0049859200000000005,0.3013569801936193
-0.0049856,-1.0253945233089354,,-0.0049856,0.31409559411211624
-0.00498528,-1.0091941482868074,,-0.00498528,0.32683420803061325
-0.00498496,-1.018914373300084,,-0.00498496,0.3554960893472314
-0.00498464,-1.028634598313361,,-0.00498464,0.37460401022497686
-0.00498432,-1.0383548233266378,,-0.00498432,0.37141935674535265
-0.004984,-1.0156742982956586,,-0.004984,0.3905272776230981
-0.00498368,-1.028634598313361,,-0.00498368,0.4000812380619708
-0.00498336,-1.0221544483045097,,-0.00498336,0.40963519850084357
