X--Trace 1::[CH1],Y--Trace 1::[CH1],,X--Trace 2::[CH2],Y--Trace 2::[CH2],,X--Trace 3::[CH3],Y--Trace 3::[CH3]
-0.00499072,3.3260262076346465,,-0.00499072,14.119568428283207,,-0.00499072,4.723541457594399
-0.0049904,3.3065857576080933,,-0.0049904,14.122753081762832,,-0.0049904,4.710900323045342
-0.00499008,3.3195460576257956,,-0.00499008,14.132307042201704,,-0.00499008,4.714060606682606
-0.00498976,3.3260262076346465,,-0.00498976,14.119568428283207,,-0.00498976,4.733022308506191
-0.00498944,3.31630598262137,,-0.00498944,14.138676349160953,,-0.00498944,4.751984010329776
-0.00498912,3.3389865076523493,,-0.00498912,14.113199121323959,,-0.00498912,4.73934287578072
-0.0049888,3.332506357643498,,-0.0049888,14.122753081762832,,-0.0049888,4.7551442939670405
-0.00498848,3.3616670326833282,,-0.00498848,14.119568428283207,,-0.00498848,4.745663443055248
-0.00498816,3.348706732665626,,-0.00498816,14.129122388722081,,-0.00498816,4.783586846702419
-0.00498784,3.348706732665626,,-0.00498784,14.116383774803584,,-0.00498784,4.777266279427891
-0.0049875200000000005,3.3584269576789025,,-0.0049875200000000005,14.13549169568133,,-0.0049875200000000005,4.7741059957906264
-0.0049872,3.364907107687754,,-0.0049872,14.129122388722081,,-0.0049872,4.789907413976947
-0.00498688,3.3713872576966053,,-0.00498688,14.132307042201704,,-0.00498688,4.777266279427891
-0.00498656,3.364907107687754,,-0.00498656,14.122753081762832,,-0.00498656,4.808869115800533
-0.00498624,3.3940677827275842,,-0.00498624,14.125937735242456,,-0.00498624,4.815189683075062
-0.0049859200000000005,3.381107482709882,,-0.0049859200000000005,14.119568428283207,,-0.0049859200000000005,4.818349966712326
-0.0049856,3.3940677827275842,,-0.0049856,14.122753081762832,,-0.0049856,4.840471952173175
-0.00498528,3.413508232754138,,-0.00498528,14.125937735242456,,-0.00498528,4.834151384898647
-0.00498496,3.4005479327364356,,-0.00498496,14.116383774803584,,-0.00498496,4.846792519447703
-0.00498464,3.3940677827275842,,-0.00498464,14.138676349160953,,-0.00498464,4.846792519447703
-0.00498432,3.4102681577497123,,-0.00498432,14.119568428283207,,-0.00498432,4.862593937634025
-0.004984,3.3940677827275842,,-0.004984,14.119568428283207,,-0.004984,4.865754221271289
-0.00498368,3.413508232754138,,-0.00498368,14.132307042201704,,-0.00498368,4.878395355820346
-0.00498336,3.4232284577674146,,-0.00498336,14.116383774803584,,-0.00498336,4.878395355820346
-0.00498304,3.4264685327718403,,-0.00498304,14.122753081762832,,-0.00498304,4.878395355820346
-0.00498272,3.4264685327718403,,-0.00498272,14.129122388722081,,-0.00498272,4.878395355820346
-0.0049824,3.429708607776266,,-0.0049824,14.13549169568133,,-0.0049824,4.887876206732138
-0.00498208,3.445908982798394,,-0.00498208,14.129122388722081,,-0.00498208,4.900517341281195
-0.00498176,3.445908982798394,,-0.00498176,14.113199121323959,,-0.00498176,4.887876206732138
-0.00498144,3.4556292078116706,,-0.00498144,14.119568428283207,,-0.00498144,4.919479043104781
-0.00498112,3.462109357820522,,-0.00498112,14.122753081762832,,-0.00498112,4.9099981921929885
-0.0049808000000000005,3.462109357820522,,-0.0049808000000000005,14.100460507405463,,-0.0049808000000000005,4.922639326742045
-0.00498048,3.4718295828337986,,-0.00498048,14.103645160885087,,-0.00498048,4.94160102856563
-0.00498016,3.4880299578559266,,-0.00498016,14.119568428283207,,-0.00498016,4.957402446751952
-0.00497984,3.4718295828337986,,-0.00497984,14.113199121323959,,-0.00497984,4.954242163114688
-0.00497952,3.4815498078470757,,-0.00497952,14.129122388722081,,-0.00497952,4.947921595840159
-0.0049792000000000005,3.4750696578382243,,-0.0049792000000000005,14.113199121323959,,-0.0049792000000000005,4.954242163114688
-0.00497888,3.4912700328603523,,-0.00497888,14.116383774803584,,-0.00497888,4.9668832976637445
-0.00497856,3.4880299578559266,,-0.00497856,14.110014467844335,,-0.00497856,4.976364148575537
-0.00497824,3.494510107864778,,-0.00497824,14.138676349160953,,-0.00497824,4.989005283124594
-0.00497792,3.494510107864778,,-0.00497792,14.119568428283207,,-0.00497792,4.9858449994873295
-0.0049776,3.5042303328780546,,-0.0049776,14.119568428283207,,-0.0049776,4.995325850399122
-0.00497728,3.517190632895757,,-0.00497728,14.113199121323959,,-0.00497728,4.998486134036387
-0.00497696,3.5204307079001826,,-0.00497696,14.119568428283207,,-0.00497696,5.00796698494818
-0.00497664,3.517190632895757,,-0.00497664,14.125937735242456,,-0.00497664,5.011127268585444
-0.00497632,3.533391007917885,,-0.00497632,14.116383774803584,,-0.00497632,4.998486134036387
-0.004976,3.5301509329134597,,-0.004976,14.132307042201704,,-0.004976,5.030088970409029
-0.00497568,3.5204307079001826,,-0.00497568,14.116383774803584,,-0.00497568,5.033249254046293
-0.00497536,3.5463513079355877,,-0.00497536,14.129122388722081,,-0.00497536,5.0237684031345005
-0.00497504,3.5528314579444387,,-0.00497504,14.113199121323959,,-0.00497504,5.055371239507143
-0.00497472,3.5366310829223107,,-0.00497472,14.106829814364712,,-0.00497472,5.052210955869879
-0.0049744,3.5463513079355877,,-0.0049744,14.116383774803584,,-0.0049744,5.074332941330728
-0.0049740800000000005,3.5528314579444387,,-0.0049740800000000005,14.122753081762832,,-0.0049740800000000005,5.061691806781671
-0.00497376,3.5690318329665667,,-0.00497376,14.110014467844335,,-0.00497376,5.074332941330728
-0.00497344,3.5560715329488644,,-0.00497344,14.110014467844335,,-0.00497344,5.077493224967992
-0.00497312,3.55931160795329,,-0.00497312,14.125937735242456,,-0.00497312,5.080653508605256
-0.0049728,3.5690318329665667,,-0.0049728,14.129122388722081,,-0.0049728,5.083813792242521
-0.0049724800000000005,3.575511982975418,,-0.0049724800000000005,14.129122388722081,,-0.0049724800000000005,5.090134359517049
-0.00497216,3.565791757962141,,-0.00497216,14.110014467844335,,-0.00497216,5.090134359517049
-0.00497184,3.5852322079886947,,-0.00497184,14.113199121323959,,-0.00497184,5.109096061340635
-0.00497152,3.5884722829931204,,-0.00497152,14.116383774803584,,-0.00497152,5.112256344977899
-0.0049712,3.5884722829931204,,-0.0049712,14.125937735242456,,-0.0049712,5.121737195889692
-0.0049708800000000004,3.614392883028525,,-0.0049708800000000004,14.119568428283207,,-0.0049708800000000004,5.124897479526956
-0.00497056,3.591712357997546,,-0.00497056,14.116383774803584,,-0.00497056,5.137538614076012
-0.00497024,3.6111528080240998,,-0.00497024,14.113199121323959,,-0.00497024,5.131218046801484
-0.00496992,3.607912733019674,,-0.00496992,14.129122388722081,,-0.00496992,5.153340032262334
-0.0049696,3.6176329580329507,,-0.0049696,14.138676349160953,,-0.0049696,5.143859181350542
-0.00496928,3.6273531830462273,,-0.00496928,14.119568428283207,,-0.00496928,5.15017974862507
-0.00496896,3.6435535580683553,,-0.00496896,14.129122388722081,,-0.00496896,5.147019464987806
-0.00496864,3.630593258050653,,-0.00496864,14.125937735242456,,-0.00496864,5.172301734085919
-0.00496832,3.6370734080595044,,-0.00496832,14.129122388722081,,-0.00496832,5.169141450448655
-0.004968,3.6435535580683553,,-0.004968,14.122753081762832,,-0.004968,5.156500315899598
-0.00496768,3.6435535580683553,,-0.00496768,14.097275853925838,,-0.00496768,5.184942868634976
-0.0049673600000000005,3.656513858086058,,-0.0049673600000000005,14.116383774803584,,-0.0049673600000000005,5.191263435909505
-0.00496704,3.6435535580683553,,-0.00496704,14.116383774803584,,-0.00496704,5.1786223013604475
-0.00496672,3.6694741581037604,,-0.00496672,14.116383774803584,,-0.00496672,5.194423719546769
-0.0049664,3.662994008094909,,-0.0049664,14.113199121323959,,-0.0049664,5.203904570458562
-0.00496608,3.6662340830993347,,-0.00496608,14.106829814364712,,-0.00496608,5.21022513773309
-0.0049657600000000005,3.6694741581037604,,-0.0049657600000000005,14.106829814364712,,-0.0049657600000000005,5.229186839556675
-0.00496544,3.656513858086058,,-0.00496544,14.119568428283207,,-0.00496544,5.219705988644883
-0.00496512,3.6824344581214628,,-0.00496512,14.125937735242456,,-0.00496512,5.219705988644883
-0.0049648,3.6856745331258884,,-0.0049648,14.141861002640578,,-0.0049648,5.232347123193939
-0.00496448,3.688914608130314,,-0.00496448,14.110014467844335,,-0.00496448,5.2355074068312035
-0.0049641600000000004,3.688914608130314,,-0.0049641600000000004,14.145045656120201,,-0.0049641600000000004,5.241827974105733
-0.00496384,3.679194383117037,,-0.00496384,14.110014467844335,,-0.00496384,5.248148541380261
-0.00496352,3.705114983152442,,-0.00496352,14.110014467844335,,-0.00496352,5.248148541380261
-0.0049632,3.679194383117037,,-0.0049632,14.119568428283207,,-0.0049632,5.263949959566582
-0.00496288,3.688914608130314,,-0.00496288,14.113199121323959,,-0.00496288,5.260789675929318
-0.00496256,3.7018749081480165,,-0.00496256,14.122753081762832,,-0.00496256,5.276591094115639
-0.004962240000000001,3.7148352081657188,,-0.004962240000000001,14.129122388722081,,-0.004962240000000001,5.2734308104783745
-0.00496192,3.727795508183421,,-0.00496192,14.125937735242456,,-0.00496192,5.282911661390167
-0.0049616,3.711595133161293,,-0.0049616,14.113199121323959,,-0.0049616,5.29239251230196
-0.00496128,3.727795508183421,,-0.00496128,14.119568428283207,,-0.00496128,5.263949959566582
-0.00496096,3.7018749081480165,,-0.00496096,14.129122388722081,,-0.00496096,5.298713079576489
-0.0049606400000000005,3.7180752831701445,,-0.0049606400000000005,14.119568428283207,,-0.0049606400000000005,5.298713079576489
-0.00496032,3.743995883205549,,-0.00496032,14.113199121323959,,-0.00496032,5.295552795939225
-0.00496,3.7180752831701445,,-0.00496,14.129122388722081,,-0.00496,5.311354214125545
-0.00495968,3.7342756581922725,,-0.00495968,14.129122388722081,,-0.00495968,5.311354214125545
-0.00495936,3.7407558082011234,,-0.00495936,14.132307042201704,,-0.00495936,5.327155632311866
-0.0049590400000000005,3.7504760332144005,,-0.0049590400000000005,14.113199121323959,,-0.0049590400000000005,5.327155632311866
-0.00495872,3.7569561832232514,,-0.00495872,14.113199121323959,,-0.00495872,5.327155632311866
-0.0049584,3.753716108218826,,-0.0049584,14.132307042201704,,-0.0049584,5.342957050498188
-0.00495808,3.753716108218826,,-0.00495808,14.122753081762832,,-0.00495808,5.333476199586395
-0.00495776,3.7504760332144005,,-0.00495776,14.119568428283207,,-0.00495776,5.342957050498188
-0.0049574400000000005,3.776396633249805,,-0.0049574400000000005,14.122753081762832,,-0.0049574400000000005,5.358758468684509
-0.004957120000000001,3.7569561832232514,,-0.004957120000000001,14.119568428283207,,-0.004957120000000001,5.361918752321773
-0.0049568,3.7666764082365285,,-0.0049568,14.125937735242456,,-0.0049568,5.37455988687083
-0.00495648,3.7828767832586565,,-0.00495648,14.110014467844335,,-0.00495648,5.368239319596301
-0.00495616,3.776396633249805,,-0.00495616,14.125937735242456,,-0.00495616,5.387201021419887
-0.00495584,3.7731565582453794,,-0.00495584,14.116383774803584,,-0.00495584,5.365079035959037
-0.004955520000000001,3.779636708254231,,-0.004955520000000001,14.129122388722081,,-0.004955520000000001,5.377720170508094
-0.0049552,3.786116858263082,,-0.0049552,14.129122388722081,,-0.0049552,5.380880454145358
-0.00495488,3.7893569332675074,,-0.00495488,14.110014467844335,,-0.00495488,5.387201021419887
-0.00495456,3.7990771582807845,,-0.00495456,14.119568428283207,,-0.00495456,5.384040737782622
-0.00495424,3.80231723328521,,-0.00495424,14.119568428283207,,-0.00495424,5.377720170508094
-0.0049539200000000005,3.795837083276359,,-0.0049539200000000005,14.119568428283207,,-0.0049539200000000005,5.406162723243472
-0.0049536,3.792597008271933,,-0.0049536,14.113199121323959,,-0.0049536,5.415643574155265
-0.00495328,3.80231723328521,,-0.00495328,14.125937735242456,,-0.00495328,5.4093230068807365
-0.00495296,3.808797383294061,,-0.00495296,14.116383774803584,,-0.00495296,5.4093230068807365
-0.00495264,3.8217576833117635,,-0.00495264,14.125937735242456,,-0.00495264,5.421964141429793
-0.0049523200000000005,3.8152775333029125,,-0.0049523200000000005,14.132307042201704,,-0.0049523200000000005,5.421964141429793
-0.004952000000000001,3.824997758316189,,-0.004952000000000001,14.119568428283207,,-0.004952000000000001,5.431444992341586
-0.00495168,3.8152775333029125,,-0.00495168,14.13549169568133,,-0.00495168,5.4472464105279075
-0.00495136,3.828237833320615,,-0.00495136,14.125937735242456,,-0.00495136,5.431444992341586
-0.00495104,3.818517608307338,,-0.00495104,14.116383774803584,,-0.00495104,5.437765559616115
-0.0049507200000000005,3.8152775333029125,,-0.0049507200000000005,14.125937735242456,,-0.0049507200000000005,5.4567272614397
-0.004950400000000001,3.8217576833117635,,-0.004950400000000001,14.116383774803584,,-0.004950400000000001,5.459887545076964
-0.00495008,3.8379580583338915,,-0.00495008,14.110014467844335,,-0.00495008,5.4472464105279075
-0.00494976,3.844438208342743,,-0.00494976,14.122753081762832,,-0.00494976,5.4662081123514925
-0.00494944,3.844438208342743,,-0.00494944,14.119568428283207,,-0.00494944,5.4567272614397
-0.00494912,3.841198133338317,,-0.00494912,14.125937735242456,,-0.00494912,5.4567272614397
-0.004948800000000001,3.860638583364871,,-0.004948800000000001,14.113199121323959,,-0.004948800000000001,5.475688963263285
-0.00494848,3.844438208342743,,-0.00494848,14.129122388722081,,-0.00494848,5.482009530537814
-0.00494816,3.860638583364871,,-0.00494816,14.129122388722081,,-0.00494816,5.488330097812343
-0.00494784,3.850918358351594,,-0.00494784,14.113199121323959,,-0.00494784,5.482009530537814
-0.00494752,3.8703588083781475,,-0.00494752,14.119568428283207,,-0.00494752,5.488330097812343
-0.0049472000000000006,3.850918358351594,,-0.0049472000000000006,14.113199121323959,,-0.0049472000000000006,5.494650665086871
-0.004946880000000001,3.8638786583692966,,-0.004946880000000001,14.129122388722081,,-0.004946880000000001,5.507291799635928
-0.00494656,3.876838958386999,,-0.00494656,14.13549169568133,,-0.00494656,5.510452083273192
-0.00494624,3.8865591834002755,,-0.00494624,14.094091200446215,,-0.00494624,5.500971232361399
-0.00494592,3.876838958386999,,-0.00494592,14.119568428283207,,-0.00494592,5.519932934184984
-0.0049456000000000005,3.8703588083781475,,-0.0049456000000000005,14.113199121323959,,-0.0049456000000000005,5.513612366910456
-0.004945280000000001,3.905999633426829,,-0.004945280000000001,14.125937735242456,,-0.004945280000000001,5.529413785096778
-0.00494496,3.8962794084135526,,-0.00494496,14.129122388722081,,-0.00494496,5.532574068734042
-0.00494464,3.8865591834002755,,-0.00494464,14.116383774803584,,-0.00494464,5.526253501459513
-0.00494432,3.8962794084135526,,-0.00494432,14.129122388722081,,-0.00494432,5.535734352371306
-0.0049440000000000005,3.9027595584224035,,-0.0049440000000000005,14.154599616559075,,-0.0049440000000000005,5.532574068734042
-0.004943680000000001,3.899519483417978,,-0.004943680000000001,14.119568428283207,,-0.004943680000000001,5.545215203283099
-0.00494336,3.915719858440106,,-0.00494336,14.132307042201704,,-0.00494336,5.551535770557627
-0.00494304,3.915719858440106,,-0.00494304,14.129122388722081,,-0.00494304,5.554696054194891
-0.00494272,3.909239708431255,,-0.00494272,14.119568428283207,,-0.00494272,5.548375486920363
-0.0049424000000000004,3.922200008448957,,-0.0049424000000000004,14.132307042201704,,-0.0049424000000000004,5.554696054194891
-0.004942080000000001,3.9124797834356806,,-0.004942080000000001,14.125937735242456,,-0.004942080000000001,5.557856337832155
-0.004941760000000001,3.9189599334445315,,-0.004941760000000001,14.125937735242456,,-0.004941760000000001,5.573657756018476
-0.00494144,3.905999633426829,,-0.00494144,14.13549169568133,,-0.00494144,5.5831386069302695
-0.00494112,3.915719858440106,,-0.00494112,14.122753081762832,,-0.00494112,5.557856337832155
-0.0049408,3.925440083453383,,-0.0049408,14.132307042201704,,-0.0049408,5.573657756018476
-0.0049404800000000006,3.931920233462234,,-0.0049404800000000006,14.113199121323959,,-0.0049404800000000006,5.589459174204798
-0.004940160000000001,3.941640458475511,,-0.004940160000000001,14.122753081762832,,-0.004940160000000001,5.586298890567534
-0.00493984,3.925440083453383,,-0.00493984,14.116383774803584,,-0.00493984,5.586298890567534
-0.00493952,3.925440083453383,,-0.00493952,14.122753081762832,,-0.00493952,5.5831386069302695
-0.0049392,3.9351603084666595,,-0.0049392,14.113199121323959,,-0.0049392,5.595779741479326
-0.0049388800000000005,3.9384003834710852,,-0.0049388800000000005,14.119568428283207,,-0.0049388800000000005,5.602100308753855
-0.004938560000000001,3.9384003834710852,,-0.004938560000000001,14.116383774803584,,-0.004938560000000001,5.611581159665647
-0.00493824,3.9384003834710852,,-0.00493824,14.138676349160953,,-0.00493824,5.62106201057744
-0.00493792,3.957840833497639,,-0.00493792,14.119568428283207,,-0.00493792,5.608420876028383
-0.0049376,3.9546007584932132,,-0.0049376,14.113199121323959,,-0.0049376,5.636863428763761
-0.0049372800000000005,3.9513606834887876,,-0.0049372800000000005,14.125937735242456,,-0.0049372800000000005,5.62106201057744
-0.004936960000000001,3.9546007584932132,,-0.004936960000000001,14.110014467844335,,-0.004936960000000001,5.636863428763761
-0.004936640000000001,3.9610809085020646,,-0.004936640000000001,14.122753081762832,,-0.004936640000000001,5.624222294214704
-0.00493632,3.9513606834887876,,-0.00493632,14.119568428283207,,-0.00493632,5.6400237124010255
-0.004936,3.957840833497639,,-0.004936,14.129122388722081,,-0.004936,5.636863428763761
-0.0049356800000000004,3.957840833497639,,-0.0049356800000000004,14.125937735242456,,-0.0049356800000000004,5.652664846950082
-0.004935360000000001,3.9675610585109156,,-0.004935360000000001,14.129122388722081,,-0.004935360000000001,5.636863428763761
-0.004935040000000001,3.9870015085374693,,-0.004935040000000001,14.125937735242456,,-0.004935040000000001,5.649504563312818
-0.00493472,3.9708011335153413,,-0.00493472,14.122753081762832,,-0.00493472,5.649504563312818
-0.0049344,3.9708011335153413,,-0.0049344,14.119568428283207,,-0.0049344,5.655825130587346
-0.00493408,3.9675610585109156,,-0.00493408,14.125937735242456,,-0.00493408,5.655825130587346
-0.004933760000000001,3.9837614335330436,,-0.004933760000000001,14.110014467844335,,-0.004933760000000001,5.655825130587346
-0.004933440000000001,3.990241583541895,,-0.004933440000000001,14.119568428283207,,-0.004933440000000001,5.655825130587346
-0.00493312,3.990241583541895,,-0.00493312,14.119568428283207,,-0.00493312,5.655825130587346
-0.0049328,3.9870015085374693,,-0.0049328,14.122753081762832,,-0.0049328,5.6589854142246105
-0.00493248,3.990241583541895,,-0.00493248,14.125937735242456,,-0.00493248,5.646344279675554
-0.0049321600000000005,3.9934816585463206,,-0.0049321600000000005,14.129122388722081,,-0.0049321600000000005,5.693748534234517
-0.004931840000000001,3.9934816585463206,,-0.004931840000000001,14.119568428283207,,-0.004931840000000001,5.681107399685461
-0.00493152,3.990241583541895,,-0.00493152,14.129122388722081,,-0.00493152,5.6779471160481965
-0.0049312,3.990241583541895,,-0.0049312,14.119568428283207,,-0.0049312,5.687427966959989
-0.00493088,3.990241583541895,,-0.00493088,14.122753081762832,,-0.00493088,5.693748534234517
-0.0049305600000000005,4.0161621835773,,-0.0049305600000000005,14.103645160885087,,-0.0049305600000000005,5.693748534234517
-0.004930240000000001,4.012922108572874,,-0.004930240000000001,14.138676349160953,,-0.004930240000000001,5.671626548773667
-0.004929920000000001,4.003201883559597,,-0.004929920000000001,14.116383774803584,,-0.004929920000000001,5.687427966959989
-0.0049296,4.022642333586151,,-0.0049296,14.113199121323959,,-0.0049296,5.70322938514631
-0.00492928,4.0161621835773,,-0.00492928,14.113199121323959,,-0.00492928,5.6969088178717815
-0.0049289600000000005,4.012922108572874,,-0.0049289600000000005,14.113199121323959,,-0.0049289600000000005,5.706389668783574
-0.004928640000000001,4.0064419585640225,,-0.004928640000000001,14.119568428283207,,-0.004928640000000001,5.722191086969895
-0.004928320000000001,4.0388427086082785,,-0.004928320000000001,14.119568428283207,,-0.004928320000000001,5.70322938514631
-0.004928,3.9934816585463206,,-0.004928,14.119568428283207,,-0.004928,5.709549952420838
-0.00492768,4.0161621835773,,-0.00492768,14.125937735242456,,-0.00492768,5.7158705196953665
-0.00492736,4.0388427086082785,,-0.00492736,14.13549169568133,,-0.00492736,5.712710236058102
-0.004927040000000001,4.029122483595002,,-0.004927040000000001,14.119568428283207,,-0.004927040000000001,5.7348322215189524
-0.004926720000000001,4.025882408590577,,-0.004926720000000001,14.116383774803584,,-0.004926720000000001,5.719030803332631
-0.004926400000000001,4.019402258581725,,-0.004926400000000001,14.125937735242456,,-0.004926400000000001,5.722191086969895
-0.00492608,4.032362558599428,,-0.00492608,14.132307042201704,,-0.00492608,5.731671937881688
-0.00492576,4.019402258581725,,-0.00492576,14.132307042201704,,-0.00492576,5.737992505156217
-0.0049254400000000005,4.042082783612704,,-0.0049254400000000005,14.129122388722081,,-0.0049254400000000005,5.750633639705273
-0.004925120000000001,4.029122483595002,,-0.004925120000000001,14.113199121323959,,-0.004925120000000001,5.747473356068009
-0.004924800000000001,4.025882408590577,,-0.004924800000000001,14.122753081762832,,-0.004924800000000001,5.760114490617066
-0.00492448,4.048562933621556,,-0.00492448,14.129122388722081,,-0.00492448,5.750633639705273
-0.00492416,4.04532285861713,,-0.00492416,14.119568428283207,,-0.00492416,5.756954206979802
-0.0049238400000000005,4.051803008625981,,-0.0049238400000000005,14.13549169568133,,-0.0049238400000000005,5.760114490617066
-0.004923520000000001,4.04532285861713,,-0.004923520000000001,14.113199121323959,,-0.004923520000000001,5.747473356068009
-0.004923200000000001,4.0388427086082785,,-0.004923200000000001,14.129122388722081,,-0.004923200000000001,5.766435057891594
-0.00492288,4.042082783612704,,-0.00492288,14.113199121323959,,-0.00492288,5.750633639705273
-0.00492256,4.051803008625981,,-0.00492256,14.132307042201704,,-0.00492256,5.7537939233425375
-0.0049222400000000005,4.061523233639258,,-0.0049222400000000005,14.125937735242456,,-0.0049222400000000005,5.772755625166123
-0.004921920000000001,4.064763308643684,,-0.004921920000000001,14.116383774803584,,-0.004921920000000001,5.775915908803388
-0.004921600000000001,4.080963683665812,,-0.004921600000000001,14.125937735242456,,-0.004921600000000001,5.772755625166123
-0.00492128,4.051803008625981,,-0.00492128,14.129122388722081,,-0.00492128,5.76327477425433
-0.00492096,4.055043083630407,,-0.00492096,14.129122388722081,,-0.00492096,5.775915908803388
-0.00492064,4.071243458652535,,-0.00492064,14.141861002640578,,-0.00492064,5.794877610626973
-0.004920320000000001,4.04532285861713,,-0.004920320000000001,14.122753081762832,,-0.004920320000000001,5.775915908803388
-0.004920000000000001,4.068003383648109,,-0.004920000000000001,14.129122388722081,,-0.004920000000000001,5.772755625166123
-0.004919680000000001,4.068003383648109,,-0.004919680000000001,14.122753081762832,,-0.004919680000000001,5.769595341528858
-0.00491936,4.068003383648109,,-0.00491936,14.141861002640578,,-0.00491936,5.801198177901501
-0.00491904,4.071243458652535,,-0.00491904,14.132307042201704,,-0.00491904,5.801198177901501
-0.0049187200000000006,4.068003383648109,,-0.0049187200000000006,14.129122388722081,,-0.0049187200000000006,5.804358461538765
-0.004918400000000001,4.068003383648109,,-0.004918400000000001,14.145045656120201,,-0.004918400000000001,5.801198177901501
-0.004918080000000001,4.071243458652535,,-0.004918080000000001,14.119568428283207,,-0.004918080000000001,5.807518745176029
-0.00491776,4.087443833674663,,-0.00491776,14.13549169568133,,-0.00491776,5.8106790288132935
-0.00491744,4.090683908679089,,-0.00491744,14.129122388722081,,-0.00491744,5.813839312450558
-0.0049171200000000005,4.090683908679089,,-0.0049171200000000005,14.122753081762832,,-0.0049171200000000005,5.798037894264237
-0.004916800000000001,4.080963683665812,,-0.004916800000000001,14.132307042201704,,-0.004916800000000001,5.823320163362351
-0.004916480000000001,4.087443833674663,,-0.004916480000000001,14.119568428283207,,-0.004916480000000001,5.816999596087822
-0.004916160000000001,4.084203758670237,,-0.004916160000000001,14.119568428283207,,-0.004916160000000001,5.820159879725087
-0.00491584,4.080963683665812,,-0.00491584,14.125937735242456,,-0.00491584,5.807518745176029
-0.0049155200000000005,4.093923983683514,,-0.0049155200000000005,14.122753081762832,,-0.0049155200000000005,5.816999596087822
-0.004915200000000001,4.087443833674663,,-0.004915200000000001,14.132307042201704,,-0.004915200000000001,5.813839312450558
-0.004914880000000001,4.090683908679089,,-0.004914880000000001,14.13549169568133,,-0.004914880000000001,5.842281865185936
-0.004914560000000001,4.093923983683514,,-0.004914560000000001,14.122753081762832,,-0.004914560000000001,5.823320163362351
-0.00491424,4.106884283701216,,-0.00491424,14.103645160885087,,-0.00491424,5.826480446999615
-0.0049139200000000004,4.093923983683514,,-0.0049139200000000004,14.113199121323959,,-0.0049139200000000004,5.8328010142741435
-0.004913600000000001,4.100404133692365,,-0.004913600000000001,14.129122388722081,,-0.004913600000000001,5.826480446999615
-0.004913280000000001,4.09716405868794,,-0.004913280000000001,14.122753081762832,,-0.004913280000000001,5.8328010142741435
-0.004912960000000001,4.110124358705642,,-0.004912960000000001,14.132307042201704,,-0.004912960000000001,5.839121581548672
