freq,gain,phase
1,0.12258278941044548,-91.477439557602
1.2589254117941673,0.15331395149089466,-91.62520391548611
1.5848931924611136,0.1925785404541408,-91.72721964181322
1.9952623149688797,0.24220342806574166,-92.0136558860313
2.51188643150958,0.3046815360259221,-92.21432795871289
3.1622776601683795,0.38291871208748596,-92.758151122632
3.981071705534973,0.4813633001378158,-93.2247206321345
5.011872336272724,0.6051166109854198,-94.03937260742623
6.309573444801933,0.7626896794705098,-95.02083972531358
7.943282347242816,0.9561550971814174,-96.1213938360302
10,1.1983432170324329,-97.58656802920302
12.589254117941675,1.5019730281108297,-99.27603501503714
15.848931924611142,1.8786625070781096,-101.51864992420741
19.952623149688797,2.341770862791236,-104.26741238334381
25.11886431509581,2.9013410445825065,-107.67839702684469
31.622776601683793,3.5644934984229906,-111.85250118599315
39.810717055349734,4.321288188043718,-116.53326309548302
50.11872336272725,5.152192391960738,-122.18117607188259
63.09573444801933,6.021149017087756,-128.29765205652373
79.43282347242817,6.866916110739728,-134.72067257349562
100,7.632324197957323,-141.32902219651632
125.89254117941675,8.272381315653133,-147.7553603579984
158.48931924611142,8.776614523863607,-153.61378600960091
199.52623149688807,9.150941925498675,-158.95910930544238
251.18864315095823,9.415282205246701,-163.62682602869737
316.22776601683796,9.588702291196975,-167.709032849892
398.1071705534973,9.707357052907845,-171.17404811610788
501.18723362727246,9.778791854918127,-174.34541662060957
630.9573444801937,9.812353561932401,-177.29742665727633
794.3282347242822,9.825265156193064,-180.04334611216376
1000,9.816316527790294,-183.2190530958449
1258.9254117941675,9.779228569836029,-185.93167756346426
1584.893192461114,9.712919424366461,-189.0668493161213
1995.262314968881,9.597430437931347,-193.35681570128858
2511.886431509582,9.415110087490426,-196.8802031399432
3162.2776601683795,9.148058191637741,-201.7704077186813
3981.0717055349733,8.771344867688407,-207.2271685518208
5011.872336272725,8.247193021139436,-213.44739850512735
6309.573444801937,7.582318547298371,-219.94775939707793
7943.282347242822,6.796311168129198,-226.9247065321162
10000,5.935729826574386,-233.63983692933817
12589.254117941688,5.058705261728235,-240.07246668836856
15848.93192461114,4.224412401166211,-245.89807395118112
19952.62314968879,3.4775819716941117,-250.7984005870611
25118.864315095823,2.8230385182583158,-255.33863118174355
31622.776601683792,2.276434205577568,-259.19774955861044
39810.71705534977,1.8254805820244042,-262.5605434225648
50118.72336272725,1.4588190459831765,-265.4888129863905
63095.73444801943,1.1633366364091493,-268.3432645485357
79432.82347242821,0.9264092436982958,-271.04736389010657
100000,0.7366486050380315,-273.97129084169717
125892.54117941688,0.5848502401203183,-277.18036099476734
158489.3192461114,0.4650563066259259,-280.18204823009444
199526.2314968883,0.3685348358667998,-284.2524020845435
251188.6431509582,0.29251269303507615,-288.7151155840598
316227.7660168379,0.23102419896655743,-294.66148809723904
398107.17055349774,0.1832443742847944,-300.74835365707554
501187.2336272725,0.14356458972066863,-309.0576123135638
630957.3444801943,0.11140526065357115,-319.620416143272
794328.2347242822,0.08791636477737953,-335.67076785646054
1000000,0.06440182087846479,-346.9684583103933
