freq,gain,phase
10,0.861502512827515,-0.09212780474359761
12.589254117941675,0.8614799144990323,-0.12305305029417468
15.848931924611133,0.8614411411894011,-0.15682189335389296
19.952623149688797,0.8614532568146868,-0.19312157998223256
25.118864315095795,0.8614225103318691,-0.23869506410623842
31.622776601683793,0.8613708700384153,-0.29008227640029816
39.810717055349734,0.8613464348439815,-0.38339533052970864
50.11872336272725,0.8612895482831713,-0.4664630417074136
63.09573444801933,0.8612484058003558,-0.588213016877873
79.43282347242814,0.861252137597131,-0.7381343274178533
100,0.8611930598987898,-0.9266049857838254
125.89254117941675,0.8612490608626684,-1.1603736112941192
158.48931924611142,0.861248057537243,-1.4724428030600762
199.52623149688787,0.8612959209999059,-1.8442400775105057
251.18864315095823,0.8612949238999001,-2.3240976366450923
316.22776601683796,0.8613509742178304,-2.9332585432557607
398.1071705534973,0.8613795225193875,-3.6923814663102803
501.18723362727246,0.8615108267424383,-4.637189357312963
630.957344480193,0.8616473919121874,-5.8589146725875025
794.3282347242822,0.8619879359252458,-7.37229397615863
1000,0.8624844914260794,-9.293314738848153
1258.9254117941675,0.863384819350731,-11.716710112268657
1584.893192461114,0.8649297865303985,-14.779239349295153
1995.262314968881,0.8674314844228422,-18.67134175374281
2511.886431509582,0.8715818613608127,-23.62778417148624
3162.2776601683795,0.8783880734546291,-30.021280067052743
3981.0717055349733,0.8894527246819848,-38.37198698613582
5011.872336272725,0.9066592081127152,-49.618667221806305
6309.573444801937,0.9284251383748332,-65.46462616093483
7943.282347242822,0.929884001956234,-88.99118906782607
10000,0.8160071861889119,-122.36266444182988
12589.254117941662,0.5490609035926316,-158.15050543480328
15848.93192461114,0.3017731949255845,-186.6564214457498
19952.62314968883,0.15203155783791128,-207.13242045007007
25118.864315095823,0.07058012810486411,-221.820816744842
31622.776601683792,0.033497038785558306,-232.60559606120913
39810.71705534969,0.015334586579687825,-240.98628562260882
50118.72336272725,0.00656517648130084,-247.37179393951772
63095.73444801943,0.002397052836648718,-253.19145706100966
79432.82347242821,0.0005133256170636963,-263.2269083377639
100000,0.00029388563965517634,-440.70425273595254
125892.54117941688,0.0005777442092771868,-444.3209580205585
158489.3192461114,0.0006194810901282989,-451.3231593099947
199526.2314968879,0.0005788933521777004,-451.99691039862785
251188.6431509582,0.0004779114485885581,-446.54921737943454
316227.7660168379,0.0003713602571638172,-439.8273678297473
398107.17055349774,0.0002509757930831746,-465.2458693635805
501187.2336272725,0.00016140402923215042,-492.98293256106564
630957.3444801943,0.00008400853082316919,-183.0702764623644
794328.2347242822,0.00008509615290862657,-83.44477294696219
1000000,0.00016434183336753086,53.84310789004928
