freq,gain,phase
10,0.9599032429396203,-0.1091420410113102
12.589254117941675,0.9599489875034647,-0.05633439202051704
15.848931924611133,0.9598449137261764,-0.043139382213311706
19.952623149688797,0.9599818117047395,-0.12219576947006772
25.118864315095795,0.9598085659334877,-0.03189951032428695
31.622776601683793,0.9599687568692951,-0.09191349685190175
39.810717055349734,0.9599140355712363,-0.07465586145337966
50.11872336272725,0.9595526310541449,-0.13475483201352745
63.09573444801933,0.9595101644813866,-0.19593795992028618
79.43282347242814,0.9596540677933452,-0.1798210338143349
100,0.95960157769526,-0.2487856597877709
125.89254117941675,0.959620777657324,-0.3401707240539622
158.48931924611142,0.9597831476927218,-0.39931953928777375
199.52623149688787,0.9597842197759404,-0.5329387362113494
251.18864315095823,0.9595128130475399,-0.7083461485964904
316.22776601683796,0.9595283065003075,-0.8920032501266064
398.1071705534973,0.9597693300285095,-1.1083498198277368
501.18723362727246,0.9600743490795981,-1.421445401818687
630.957344480193,0.9597746760085777,-1.8160992746752669
794.3282347242822,0.9597096432428387,-2.264864122121594
1000,0.9593909735122619,-2.798341158220296
1258.9254117941675,0.9593438217638633,-3.6043752988246354
1584.893192461114,0.9584573291224985,-4.595543635935542
1995.262314968881,0.958503905093115,-5.607830631357828
2511.886431509582,0.9571806401184922,-7.080816038017531
3162.2776601683795,0.9555497555793239,-8.980413162990828
3981.0717055349733,0.9534106601297432,-11.318830161466138
5011.872336272725,0.9497992417397552,-14.210073750273153
6309.573444801937,0.944536550547746,-17.754680956405394
7943.282347242822,0.9364072997429083,-22.1681764489347
10000,0.9245518474022598,-27.699888057133364
12589.254117941662,0.9076195487862796,-34.43852644275199
15848.93192461114,0.8861888095456605,-42.583395816165165
19952.62314968883,0.862030229962222,-52.30205449933271
25118.864315095823,0.8413337846464806,-64.19592371815834
31622.776601683792,0.8358119421905501,-79.57161170230444
39810.71705534969,0.8567548632587703,-102.37124757628499
50118.72336272725,0.8131354433269637,-142.0054429809973
63095.73444801943,0.4782981406589418,-191.01398982269947
79432.82347242821,0.20709284636085773,-221.38839240797796
100000,0.09108762339036507,-238.6596048841955
125892.54117941688,0.04227836036780675,-249.84903423125837
158489.3192461114,0.01997055410078854,-262.32227140425914
199526.2314968879,0.00963483252890738,-267.9116286919865
251188.6431509582,0.008488254594945229,-242.38212178084618
316227.7660168379,0.004275183100222264,-83.94218894428468
398107.17055349774,0.0043066802554615055,-85.74084330359585
501187.2336272725,0.004322717697068099,42.341758941687175
630957.3444801943,0.004044046018941753,119.01015078866313
794328.2347242822,0.004249908988451974,41.130312918757625
1000000,0.004064343030803363,212.03557960178165
