freq,gain,phase
1,0.128537940078225,-95.09810120041595
1.1220184543019633,0.06963334616033706,34.39990108513098
1.2589254117941673,0.17562482689014194,-79.20702244901148
1.4125375446227544,0.1971893522969944,-89.41274790751193
1.5848931924611136,0.20742182060998252,-94.24479405848564
1.7782794100389228,0.21982997275705335,-86.53061003255284
1.9952623149688797,0.25730988873040855,-88.7922898302802
2.23872113856834,0.2793277571960753,-96.73431908534018
2.51188643150958,0.29887510107261317,-100.18732507097474
2.8183829312644537,0.35770223291945247,-84.46621216326037
3.1622776601683795,0.3695411311611394,-88.5868031251457
3.548133892335755,0.44308408311642333,-89.10151381392109
3.981071705534973,0.4693394654275711,-90.78302765719434
4.466835921509632,0.5377106346214984,-89.54489175951767
5.011872336272724,0.6079141634052838,-90.41945082431101
5.623413251903491,0.6691047980145238,-90.98877689882107
6.309573444801933,0.7547309765503987,-90.533287029532
7.07945784384138,0.8428121337798031,-90.71610960088367
7.943282347242816,0.947153431784621,-90.60575039678717
8.912509381337456,1.0651071451443792,-90.12231211100685
10,1.1939697682133603,-90.19690593415116
11.220184543019636,1.340852292388679,-90.54860635958698
12.589254117941675,1.511271273162723,-90.58597045571906
14.125375446227547,1.6952401256231862,-90.41140760853433
15.848931924611142,1.898499171382207,-90.32244793175971
17.78279410038923,2.1301144838843076,-90.66047687615145
19.952623149688797,2.389390613448194,-90.30435392400227
22.3872113856834,2.6773062713119504,-90.46732775997808
25.11886431509581,3.0066546848049116,-90.42282865690137
28.18382931264455,3.37492972682656,-90.27991188732528
31.622776601683793,3.7915100651159666,-90.39091618597774
35.48133892335755,4.255969155700063,-90.39024249400777
39.810717055349734,4.778818228168953,-90.46085969008834
44.668359215096324,5.3528617660291316,-90.28676208498655
50.11872336272725,5.998518578727225,-90.43551101311445
56.23413251903491,6.728162649703942,-90.41729649639122
63.09573444801933,7.537971291912145,-90.56621113730569
70.79457843841381,8.454178850680274,-90.2547626030503
79.43282347242817,9.478583337525361,-90.452053713184
89.12509381337459,10.642229325985038,-90.34872578403633
100,11.926715528000173,-90.34877583339016
112.20184543019641,13.381285744359582,-90.39228801412918
125.89254117941675,15.004667916785758,-90.43251781528924
141.2537544622754,16.828808270259024,-90.30915336002784
158.48931924611142,18.88602295923202,-90.30682323617862
177.82794100389228,21.172455939836773,-90.38742005114979
199.52623149688807,23.755607091894976,-90.28777950157968
223.872113856834,26.711848553508617,-90.28331585890493
251.18864315095823,29.987678760579726,-90.08497405477073
281.8382931264455,33.69606005599028,-90.23067087717845
316.22776601683796,37.90610286914464,-90.53614520029683
354.81338923357566,42.71021863774387,-90.23201208760243
398.1071705534973,48.17939485045368,-90.19232585939375
446.6835921509635,54.4005786488308,-90.19099051217029
501.18723362727246,61.5776010105477,-90.19376926820405
562.341325190349,69.77812236452979,-90.12492134079314
630.9573444801937,79.33630540253881,-90.27545139883318
707.945784384138,90.57348022814661,-89.93303830388773
794.3282347242822,103.79824667656703,-90.06587122781329
891.2509381337459,119.99442470139067,-90.18439367167616
1000,139.9859050040091,-89.9655679857832
1122.018454301964,165.20237987173576,-90.06418375159686
1258.9254117941675,198.2555518307696,-90.28079866971564
1412.5375446227554,244.4000498383974,-90.25071908167479
1584.893192461114,366.99603716857746,-126.0168894088898
1778.2794100389228,391.9682498788387,-159.28215147531787
1995.262314968881,393.5521555112398,-181.90637926040577
2238.72113856834,385.1475169963721,-201.08193510939543
2511.886431509582,370.89932131833973,-218.10850470096182
2818.382931264455,350.8249895310279,-234.21775910737793
3162.2776601683795,329.2603424837163,-248.1258480360449
3548.1338923357566,304.92742933265845,-257.71324779832906
3981.0717055349733,267.0841620141703,-267.8152755857506
4466.835921509635,219.52626950921533,-268.381286359912
5011.872336272725,183.5959154023604,-268.51484449087485
5623.413251903491,155.98181604035412,-268.54406047289706
6309.573444801937,134.18756389527934,-268.72608109870697
7079.457843841381,116.16984285824915,-268.82020677792286
7943.282347242822,101.39773061828127,-269.03995891616745
8912.509381337459,88.88354517575621,-269.24758841655216
10000,78.20573126307639,-269.5207765752974
11220.18454301963,69.00323827982801,-269.6329887664284
12589.254117941688,60.979129262313926,-269.9664452385674
14125.375446227554,53.95330696538672,-270.0841914092574
15848.93192461114,47.83141404154216,-270.3788211308824
17782.794100389227,42.36288045446621,-270.55559267710055
19952.62314968879,37.61394549082037,-271.10641151722956
22387.211385683422,33.35848268853818,-271.0203253245695
25118.864315095823,29.60209294626244,-271.13096496322794
28183.82931264455,26.285510574535245,-271.3791814371617
31622.776601683792,23.346965925795338,-271.59830484651127
35481.33892335753,20.74563659102707,-271.617875761685
39810.71705534977,17.90434462813626,-271.5952492998771
44668.359215096345,15.93714727859236,-271.6218778715308
50118.72336272725,14.187256320094354,-271.8655260584586
56234.13251903491,12.636751619385253,-272.1611398894871
63095.73444801943,11.24845441401926,-272.360446012027
70794.57843841388,10.028425002107536,-272.55242201224473
79432.82347242821,8.932316448389788,-272.94261333554573
89125.0938133746,7.959960982723478,-273.40045946005483
100000,7.0901114782508845,-273.6283477858308
112201.84543019652,6.316186209746359,-274.01337159106293
125892.54117941688,5.626861134700425,-274.54710380451536
141253.75446227554,5.011249711781857,-275.20794438757065
158489.3192461114,4.464022368521562,-275.84538917570933
177827.94100389228,3.9788920422863683,-276.38112536693666
199526.2314968883,3.545855326767579,-277.2990143428116
223872.11385683424,3.153298331940755,-277.7986813949992
251188.6431509582,2.8199497139071914,-279.18635094205854
281838.2931264455,2.499053376155979,-280.5969545681094
316227.7660168379,2.227754322836245,-282.0990081350284
354813.389233576,1.9840709638729068,-282.77940635412165
398107.17055349774,1.7651349387883668,-284.67614898369084
446683.5921509635,1.5668411140982352,-285.6205708685462
501187.2336272725,1.3935666310482253,-288.88345163404995
562341.3251903491,1.2360977391267516,-289.010894252219
630957.3444801943,1.0949408685471258,-292.5364880023292
707945.7843841388,0.9758789121183313,-296.26908487681476
794328.2347242822,0.8591058639474313,-299.4327550202402
891250.9381337459,0.758737098114655,-301.7820742933776
1000000,0.6848719383372281,-308.8079510506867
