freq,CH1,,freq2,CH2
-0.00016,0.042945978555494334,,-0.00016,0.11303887022178724
-0.00015999000000000002,0.08135313226331772,,-0.00015999000000000002,0.11395991255376758
-0.00015998000000000002,0.10022215202918217,,-0.00015998000000000002,0.11488095488574793
-0.00015997,0.11467501823282303,,-0.00015997,0.11514410983774231
-0.00015996,0.11654853792588758,,-0.00015996,0.11632830712171705
-0.00015995,0.11454119539760413,,-0.00015995,0.11751250440569176
-0.00015994000000000002,0.1114632701875695,,-0.00015994000000000002,0.11764408188168896
-0.00015993000000000002,0.10851916781275378,,-0.00015993000000000002,0.11738092692969458
-0.00015992,0.10718093946056481,,-0.00015992,0.1184335467376721
-0.00015991,0.10798387647187818,,-0.00015991,0.11790723683368334
-0.0001599,0.1074485851310026,,-0.0001599,0.11830196926167492
-0.00015989000000000002,0.10570888827315694,,-0.00015989000000000002,0.11803881430968054
-0.00015988000000000002,0.10517359693228136,,-0.00015988000000000002,0.11830196926167492
-0.00015987000000000003,0.10570888827315694,,-0.00015987000000000003,0.11909143411765807
-0.00015986,0.10503977409706246,,-0.00015986,0.11948616654564964
-0.00015985,0.10396919141531129,,-0.00015985,0.11935458906965246
-0.00015984000000000001,0.10463830559140577,,-0.00015984000000000001,0.11869670168966649
-0.00015983000000000002,0.10517359693228136,,-0.00015983000000000002,0.11922301159365527
-0.00015982000000000002,0.10611035677881363,,-0.00015982000000000002,0.11935458906965246
-0.00015981,0.10798387647187818,,-0.00015981,0.11935458906965246
-0.0001598,0.10637800244925143,,-0.0001598,0.11988089897364122
-0.00015979,0.10611035677881363,,-0.00015979,0.11895985664166088
-0.00015978000000000002,0.1031662544039979,,-0.00015978000000000002,0.11882827916566369
-0.00015977000000000002,0.10450448275618687,,-0.00015977000000000002,0.11909143411765807
-0.00015976,0.10651182528447033,,-0.00015976,0.11909143411765807
-0.00015975,0.10704711662534591,,-0.00015975,0.11961774402164684
-0.00015974,0.10437065992096797,,-0.00015974,0.11882827916566369
-0.00015973000000000002,0.10477212842662466,,-0.00015973000000000002,0.1185651242136693
-0.00015972000000000002,0.10490595126184356,,-0.00015972000000000002,0.11803881430968054
-0.00015971,0.10570888827315694,,-0.00015971,0.11869670168966649
-0.0001597,0.10651182528447033,,-0.0001597,0.1185651242136693
-0.00015969,0.10637800244925143,,-0.00015969,0.11672303954970861
-0.00015968000000000002,0.10677947095490811,,-0.00015968000000000002,0.116986194501703
-0.00015967000000000002,0.10637800244925143,,-0.00015967000000000002,0.11645988459771422
-0.00015966,0.10570888827315694,,-0.00015966,0.11606515216972266
-0.00015965,0.10624417961403253,,-0.00015965,0.11619672964571985
-0.00015964,0.10356772290965459,,-0.00015964,0.1154072647897367
-0.00015963000000000001,0.10396919141531129,,-0.00015963000000000001,0.11501253236174512
-0.00015962000000000002,0.10503977409706246,,-0.00015962000000000002,0.11395991255376758
-0.00015961000000000003,0.10463830559140577,,-0.00015961000000000003,0.11448622245775635
